Age,Gender,Income_Level,Product_Category,Ad_Interaction,Discount_Offered in(%),TPP in Past,Purchase
22,Female,Medium,Beauty Products,Yes,1,9,Yes
18,Female,Medium,Beauty Products,Yes,6,16,No
44,Female,High,Groceries,No,23,2,Yes
59,Male,High,Groceries,No,21,6,Yes
43,Female,Low,Electronics,Yes,16,5,Yes
40,Female,High,Beauty Products,Yes,21,3,No
26,Female,Medium,Electronics,Yes,3,6,Yes
40,Female,High,Groceries,No,1,16,Yes
41,Female,High,Groceries,Yes,7,14,Yes
48,Female,High,Designer items,Yes,14,7,Yes
51,Female,Medium,Electronics,No,22,16,No
43,Male,High,Car,Yes,15,14,No
30,Male,High,Beauty Products,Yes,14,3,No
33,Female,Medium,Beauty Products,No,29,11,Yes
47,Female,Low,Electronics,Yes,3,2,No
39,Male,High,Electronics,Yes,16,17,Yes
29,Male,Medium,Groceries,Yes,22,3,Yes
48,Female,Low,Electronics,Yes,11,19,No
32,Female,Medium,Designer items,Yes,22,15,Yes
54,Male,Medium,Groceries,Yes,20,14,Yes
34,Female,Medium,Groceries,No,17,4,No
30,Male,Low,Electronics,Yes,18,12,No
35,Female,High,Designer items,No,13,3,Yes
53,Female,High,Electronics,No,19,19,Yes
36,Female,High,Designer items,No,12,11,Yes
24,Female,Medium,Electronics,No,24,11,No
21,Male,Low,Car,Yes,26,1,No
19,Female,Medium,Beauty Products,No,4,9,Yes
49,Male,Medium,Car,Yes,9,8,No
30,Female,High,Electronics,Yes,6,4,Yes
27,Female,Medium,Designer items,Yes,9,5,No
44,Male,High,Groceries,Yes,27,18,Yes
38,Male,High,Designer items,No,7,0,Yes
45,Male,Medium,Designer items,No,16,6,Yes
31,Male,High,Designer items,Yes,20,16,No
26,Female,High,Electronics,Yes,16,4,Yes
48,Male,Medium,Electronics,No,19,7,Yes
55,Female,High,Electronics,No,10,18,No
53,Female,High,Groceries,Yes,17,0,No
30,Female,High,Groceries,Yes,13,0,No
46,Male,Medium,Designer items,Yes,10,16,No
53,Female,High,Electronics,Yes,25,11,Yes
27,Male,Low,Groceries,Yes,30,5,Yes
18,Female,Low,Beauty Products,Yes,6,15,Yes
40,Male,High,Designer items,Yes,19,19,Yes
55,Female,Low,Groceries,No,21,4,Yes
38,Female,Medium,Car,Yes,17,14,No
23,Female,High,Beauty Products,Yes,24,18,Yes
50,Male,Low,Electronics,No,0,12,Yes
20,Female,Medium,Groceries,Yes,9,2,No
58,Male,Medium,Electronics,No,7,2,No
42,Male,Medium,Car,No,30,12,Yes
55,Male,Low,Car,Yes,12,19,No
51,Male,High,Designer items,No,20,15,Yes
40,Female,High,Car,Yes,5,18,No
30,Female,Medium,Electronics,Yes,16,8,Yes
34,Male,High,Designer items,Yes,28,1,Yes
36,Female,Medium,Groceries,Yes,18,6,Yes
59,Male,Medium,Groceries,Yes,9,19,Yes
26,Male,Medium,Car,No,16,14,Yes
19,Male,Low,Designer items,No,30,3,No
36,Female,Low,Electronics,Yes,16,4,No
56,Male,Medium,Car,Yes,17,6,No
34,Female,Low,Designer items,Yes,6,3,No
57,Male,Low,Groceries,No,12,3,No
55,Male,High,Designer items,No,24,4,Yes
47,Male,High,Beauty Products,No,11,3,Yes
41,Male,Medium,Groceries,Yes,28,8,Yes
21,Male,Low,Designer items,No,18,13,No
22,Female,High,Beauty Products,No,17,9,No
36,Female,Medium,Car,Yes,11,17,Yes
34,Male,High,Electronics,No,29,10,Yes
52,Male,Low,Electronics,No,22,16,Yes
18,Female,Medium,Beauty Products,No,14,8,Yes
32,Female,Low,Designer items,No,27,2,No
39,Female,Medium,Electronics,Yes,26,18,Yes
29,Female,Medium,Groceries,No,19,0,Yes
38,Male,High,Groceries,Yes,16,12,Yes
18,Male,High,Groceries,No,9,14,Yes
49,Female,Medium,Car,Yes,29,6,Yes
39,Male,Medium,Electronics,Yes,17,15,Yes
49,Male,Low,Designer items,Yes,26,17,Yes
56,Male,Medium,Groceries,No,16,17,Yes
25,Male,Medium,Beauty Products,Yes,21,1,Yes
24,Female,High,Car,Yes,3,17,No
55,Male,High,Groceries,No,26,8,No
26,Male,Medium,Electronics,Yes,13,7,Yes
52,Female,High,Groceries,No,17,4,No
31,Male,High,Groceries,No,27,3,No
56,Male,High,Electronics,Yes,19,11,Yes
19,Female,Low,Designer items,Yes,10,13,Yes
39,Female,Medium,Car,Yes,30,15,No
37,Male,Low,Car,Yes,28,5,No
21,Female,Low,Beauty Products,Yes,14,0,No
24,Female,High,Electronics,Yes,24,11,Yes
59,Male,Medium,Car,Yes,4,11,No
59,Female,Medium,Car,Yes,5,11,No
56,Male,Low,Electronics,Yes,17,1,Yes
27,Male,Medium,Car,Yes,14,11,No
34,Female,Medium,Designer items,Yes,3,6,Yes
58,Male,High,Designer items,No,30,18,Yes
56,Female,Low,Designer items,No,22,1,No
23,Male,Low,Electronics,No,17,5,Yes
51,Male,Medium,Groceries,Yes,11,14,Yes
31,Male,Medium,Electronics,No,5,17,Yes
54,Female,Medium,Beauty Products,Yes,17,2,Yes
20,Male,High,Car,No,21,9,Yes
20,Male,Low,Beauty Products,No,28,11,Yes
46,Male,Low,Car,Yes,15,16,Yes
24,Male,Low,Electronics,No,12,1,No
21,Male,Low,Beauty Products,Yes,9,6,No
41,Female,Medium,Beauty Products,Yes,16,19,Yes
23,Female,Medium,Designer items,No,18,4,Yes
49,Female,High,Electronics,No,9,8,Yes
44,Male,Medium,Groceries,Yes,12,18,Yes
38,Female,Low,Electronics,No,23,5,Yes
21,Male,Low,Groceries,Yes,23,2,Yes
20,Female,Medium,Designer items,Yes,3,4,No
57,Female,Medium,Electronics,No,15,2,Yes
48,Female,Medium,Electronics,Yes,23,11,Yes
42,Male,Medium,Beauty Products,Yes,7,12,No
21,Female,Low,Beauty Products,No,13,13,Yes
30,Female,High,Electronics,No,26,5,Yes
34,Female,Low,Car,Yes,3,7,No
52,Female,High,Beauty Products,Yes,16,8,Yes
19,Female,Low,Designer items,No,24,12,No
19,Male,High,Car,Yes,19,10,Yes
43,Male,Medium,Beauty Products,No,21,14,Yes
20,Female,Medium,Designer items,Yes,2,11,Yes
41,Female,High,Electronics,No,4,19,No
56,Male,Medium,Car,No,6,12,Yes
58,Female,Low,Car,No,24,12,Yes
29,Male,High,Designer items,No,12,9,Yes
50,Female,Low,Beauty Products,Yes,24,7,No
33,Female,Medium,Designer items,Yes,12,2,No
20,Male,Low,Designer items,Yes,23,4,No
43,Female,High,Designer items,No,10,6,Yes
27,Male,High,Designer items,No,9,19,Yes
51,Male,Medium,Car,No,2,7,No
48,Female,Medium,Car,No,10,12,No
24,Female,Low,Car,No,12,1,No
23,Female,High,Car,Yes,8,19,Yes
51,Male,Medium,Electronics,Yes,17,15,No
42,Female,High,Designer items,Yes,11,6,Yes
56,Female,High,Groceries,Yes,16,12,No
28,Female,Medium,Designer items,No,5,13,Yes
23,Male,Low,Beauty Products,Yes,5,1,No
39,Female,Low,Designer items,Yes,19,14,No
46,Female,Medium,Groceries,No,7,4,Yes
50,Male,Low,Beauty Products,No,21,17,Yes
22,Female,Low,Electronics,Yes,6,17,No
55,Female,Medium,Electronics,Yes,21,4,Yes
47,Female,High,Electronics,No,18,9,Yes
32,Male,Medium,Groceries,Yes,9,15,Yes
35,Female,High,Car,No,22,0,No
33,Male,Low,Designer items,Yes,21,5,Yes
52,Male,Low,Beauty Products,No,1,1,No
47,Female,Low,Car,No,12,8,No
33,Female,Low,Electronics,No,26,4,Yes
45,Male,Low,Designer items,No,20,6,No
37,Male,Low,Car,Yes,23,12,No
44,Female,Medium,Car,Yes,25,6,Yes
59,Female,Medium,Designer items,No,14,5,Yes
22,Male,Low,Beauty Products,Yes,22,1,Yes
32,Female,Low,Designer items,Yes,25,15,No
48,Male,High,Car,Yes,18,8,No
46,Male,High,Designer items,Yes,21,18,Yes
56,Female,Medium,Electronics,Yes,3,2,Yes
46,Male,Medium,Designer items,No,19,10,No
50,Male,Medium,Designer items,Yes,5,10,Yes
44,Female,High,Car,Yes,0,6,No
48,Male,High,Car,Yes,5,13,No
19,Male,High,Beauty Products,Yes,26,3,No
28,Female,Medium,Groceries,Yes,14,17,Yes
18,Male,Low,Beauty Products,Yes,30,2,Yes
52,Female,High,Electronics,No,30,6,Yes
18,Female,Medium,Electronics,No,24,10,Yes
55,Female,Low,Electronics,No,19,2,No
19,Male,Medium,Electronics,Yes,17,11,Yes
27,Male,High,Designer items,Yes,4,8,Yes
19,Female,Low,Electronics,Yes,1,5,Yes
48,Male,Low,Electronics,Yes,9,17,No
29,Male,Medium,Designer items,Yes,3,16,No
23,Female,Medium,Designer items,No,15,16,Yes
20,Female,High,Car,No,9,4,No
43,Female,Low,Beauty Products,No,28,12,Yes
43,Male,Low,Groceries,Yes,5,11,Yes
43,Male,High,Beauty Products,Yes,7,4,Yes
32,Male,Medium,Groceries,Yes,26,15,No
18,Female,Low,Electronics,Yes,15,4,Yes
20,Female,Low,Designer items,No,19,14,No
48,Female,Medium,Groceries,Yes,12,15,Yes
38,Female,Low,Designer items,No,1,5,No
43,Male,High,Beauty Products,No,25,5,Yes
42,Female,Medium,Car,Yes,10,7,Yes
25,Female,High,Beauty Products,Yes,0,6,Yes
55,Male,High,Groceries,Yes,20,7,Yes
38,Male,High,Groceries,Yes,23,19,Yes
25,Male,Medium,Designer items,Yes,25,13,No
48,Female,Medium,Designer items,No,17,15,Yes
26,Male,Medium,Beauty Products,No,14,9,No
46,Male,High,Beauty Products,Yes,21,15,Yes
53,Female,High,Beauty Products,Yes,19,12,Yes
54,Female,High,Car,Yes,21,6,Yes
40,Male,Low,Electronics,Yes,8,7,No
46,Female,High,Electronics,Yes,15,5,Yes
45,Female,High,Car,Yes,15,5,Yes
48,Male,High,Groceries,Yes,13,0,Yes
26,Female,Low,Car,Yes,24,12,Yes
43,Male,Medium,Electronics,No,28,18,Yes
45,Male,Medium,Groceries,No,27,7,Yes
40,Male,High,Car,No,28,4,No
59,Male,Medium,Car,Yes,6,9,No
53,Male,High,Designer items,No,8,13,No
19,Female,Low,Electronics,No,24,8,Yes
44,Female,Medium,Beauty Products,No,0,9,Yes
59,Male,Low,Car,Yes,19,2,Yes
23,Male,High,Groceries,Yes,28,5,Yes
19,Male,Low,Car,Yes,25,17,Yes
40,Male,High,Designer items,Yes,1,11,Yes
39,Male,High,Electronics,Yes,4,19,Yes
56,Male,Low,Electronics,Yes,23,15,No
37,Female,Low,Beauty Products,Yes,0,0,No
34,Male,Medium,Groceries,Yes,26,0,Yes
47,Female,Low,Beauty Products,Yes,8,14,Yes
20,Female,Low,Designer items,Yes,13,10,Yes
41,Female,Medium,Car,Yes,21,11,Yes
43,Female,High,Beauty Products,Yes,12,0,Yes
41,Male,Medium,Car,Yes,30,9,No
52,Female,High,Designer items,Yes,23,3,Yes
33,Female,Medium,Beauty Products,Yes,7,15,Yes
34,Female,Low,Designer items,Yes,18,14,No
33,Female,Medium,Groceries,No,14,1,No
28,Female,Low,Electronics,Yes,0,14,Yes
43,Male,High,Designer items,No,18,3,No
22,Male,Medium,Beauty Products,No,2,12,No
27,Female,High,Groceries,Yes,10,17,Yes
51,Female,Low,Car,Yes,6,8,Yes
59,Male,Medium,Groceries,Yes,17,6,Yes
56,Male,Medium,Car,Yes,2,11,No
24,Male,High,Designer items,No,16,0,Yes
54,Female,High,Car,Yes,15,14,Yes
19,Female,Medium,Electronics,Yes,8,6,Yes
49,Male,Medium,Designer items,Yes,3,19,No
53,Female,Low,Electronics,No,27,12,Yes
18,Male,High,Beauty Products,No,27,2,No
47,Female,High,Groceries,Yes,21,3,Yes
42,Male,High,Designer items,No,15,18,Yes
18,Female,High,Car,Yes,4,18,No
39,Female,High,Car,Yes,23,10,Yes
54,Male,Medium,Electronics,Yes,20,3,No
53,Male,High,Beauty Products,Yes,3,3,No
35,Female,Medium,Beauty Products,Yes,17,15,No
58,Female,High,Designer items,No,17,1,Yes
38,Female,High,Car,No,3,11,No
56,Female,Medium,Electronics,No,14,6,No
46,Female,Low,Car,Yes,21,16,No
33,Female,Medium,Beauty Products,Yes,27,18,No
26,Male,Low,Beauty Products,No,30,13,No
54,Male,High,Electronics,No,1,19,No
31,Male,High,Beauty Products,Yes,26,0,No
52,Male,Medium,Beauty Products,No,25,6,No
37,Male,High,Electronics,Yes,1,18,No
58,Female,Medium,Electronics,Yes,18,4,Yes
35,Male,Medium,Car,No,15,3,No
29,Male,High,Designer items,No,28,6,No
31,Male,High,Electronics,No,22,11,Yes
52,Female,Medium,Electronics,No,4,16,Yes
59,Male,Low,Designer items,Yes,9,10,Yes
34,Male,Low,Car,Yes,4,12,No
59,Female,Medium,Groceries,Yes,8,16,Yes
50,Male,Medium,Groceries,Yes,3,3,No
35,Male,High,Beauty Products,No,8,17,No
31,Male,Medium,Groceries,Yes,24,14,Yes
23,Male,High,Beauty Products,Yes,23,9,Yes
46,Male,High,Electronics,Yes,14,3,No
35,Female,High,Car,Yes,17,16,Yes
56,Female,Medium,Car,Yes,15,10,Yes
31,Male,Medium,Electronics,Yes,2,18,Yes
59,Male,High,Electronics,No,5,12,Yes
59,Male,High,Beauty Products,No,17,19,Yes
42,Female,Medium,Electronics,No,24,5,Yes
30,Female,High,Car,Yes,3,13,No
50,Female,Medium,Electronics,No,27,19,Yes
54,Male,High,Electronics,No,7,11,No
51,Female,Low,Electronics,Yes,11,4,Yes
22,Female,Medium,Designer items,Yes,30,12,Yes
26,Female,Medium,Beauty Products,Yes,9,0,Yes
20,Male,Medium,Car,Yes,29,17,Yes
29,Male,High,Beauty Products,Yes,28,2,Yes
43,Female,High,Car,No,24,8,Yes
43,Female,Medium,Groceries,Yes,1,2,Yes
21,Female,Low,Groceries,Yes,24,18,Yes
30,Male,Low,Designer items,Yes,6,11,Yes
52,Female,Low,Designer items,No,22,8,No
19,Male,Low,Electronics,No,28,8,No
48,Male,Medium,Car,Yes,11,14,Yes
19,Male,Low,Electronics,Yes,17,12,Yes
22,Female,Low,Beauty Products,Yes,25,9,Yes
27,Female,High,Designer items,No,23,10,No
42,Female,High,Designer items,Yes,1,4,Yes
47,Male,Low,Beauty Products,Yes,6,5,Yes
20,Female,Low,Car,Yes,12,2,No
43,Female,Medium,Designer items,No,24,5,Yes
59,Female,Medium,Groceries,Yes,11,16,Yes
53,Male,High,Electronics,Yes,1,10,Yes
56,Male,Medium,Electronics,No,1,17,Yes
38,Female,Medium,Beauty Products,No,3,7,No
39,Female,Low,Beauty Products,Yes,20,17,Yes
47,Male,Medium,Electronics,Yes,7,1,No
26,Female,High,Car,Yes,18,19,Yes
57,Female,High,Groceries,No,24,18,Yes
22,Female,High,Electronics,Yes,10,14,Yes
25,Male,Medium,Beauty Products,Yes,18,7,Yes
49,Male,Medium,Groceries,Yes,25,18,Yes
59,Male,Medium,Groceries,Yes,28,6,No
58,Male,High,Beauty Products,Yes,0,18,Yes
54,Female,High,Beauty Products,Yes,18,0,Yes
33,Male,Medium,Designer items,No,22,6,No
43,Female,Low,Groceries,Yes,11,7,Yes
22,Female,Low,Car,No,9,4,No
43,Male,High,Groceries,No,4,14,No
30,Female,Medium,Electronics,No,27,0,No
40,Male,Medium,Groceries,Yes,0,10,Yes
35,Female,Low,Electronics,Yes,17,15,Yes
30,Female,High,Electronics,No,6,0,Yes
43,Female,High,Beauty Products,Yes,15,0,Yes
55,Male,Medium,Electronics,Yes,1,16,Yes
23,Male,Low,Designer items,Yes,13,17,No
55,Female,Low,Car,Yes,9,17,No
44,Female,Low,Car,Yes,8,7,No
45,Male,Medium,Car,Yes,9,16,No
46,Male,Medium,Electronics,Yes,25,5,Yes
31,Female,Medium,Groceries,No,21,5,Yes
43,Male,Medium,Groceries,Yes,6,11,No
52,Male,Medium,Beauty Products,No,13,18,Yes
40,Female,High,Groceries,Yes,15,6,Yes
57,Female,Medium,Designer items,No,17,12,No
38,Male,High,Groceries,Yes,8,9,Yes
26,Female,Medium,Beauty Products,Yes,14,19,Yes
19,Female,Medium,Electronics,Yes,24,12,Yes
51,Female,Medium,Beauty Products,Yes,18,1,No
52,Female,Medium,Electronics,No,5,2,No
59,Female,Medium,Electronics,No,23,5,Yes
36,Female,Medium,Car,Yes,2,17,No
56,Female,Medium,Groceries,Yes,8,19,Yes
29,Female,High,Electronics,No,4,2,No
28,Female,Medium,Car,No,24,3,Yes
22,Female,Low,Groceries,Yes,0,17,Yes
29,Male,Medium,Electronics,Yes,12,8,Yes
19,Female,Low,Groceries,Yes,4,12,Yes
33,Male,Medium,Beauty Products,No,15,2,No
39,Male,Medium,Designer items,No,3,10,Yes
46,Male,High,Beauty Products,Yes,2,15,Yes
32,Female,Low,Designer items,Yes,27,9,No
58,Male,High,Designer items,Yes,10,15,Yes
27,Male,Low,Car,Yes,16,18,No
19,Female,Medium,Designer items,Yes,23,1,No
55,Male,High,Designer items,No,30,18,Yes
57,Male,High,Car,Yes,25,2,No
31,Female,Medium,Electronics,No,24,15,Yes
18,Male,High,Designer items,Yes,20,2,Yes
43,Male,Medium,Car,Yes,17,8,Yes
55,Male,Medium,Designer items,No,22,0,No
38,Female,Medium,Groceries,Yes,26,9,Yes
23,Male,Low,Designer items,No,22,11,No
53,Male,Low,Electronics,Yes,27,12,Yes
34,Female,High,Electronics,No,30,7,Yes
20,Female,Medium,Beauty Products,No,11,6,Yes
29,Female,High,Electronics,Yes,1,13,Yes
39,Male,Medium,Electronics,No,22,4,Yes
26,Female,Medium,Groceries,Yes,20,10,No
22,Female,Low,Groceries,Yes,2,16,Yes
19,Female,Medium,Designer items,No,23,0,No
56,Male,Medium,Beauty Products,No,29,13,Yes
54,Male,Medium,Car,No,18,10,Yes
40,Female,Medium,Electronics,No,24,1,Yes
57,Male,Medium,Car,No,8,2,No
19,Female,High,Groceries,Yes,6,4,Yes
38,Male,Medium,Electronics,Yes,25,4,Yes
38,Male,Medium,Electronics,No,28,19,No
55,Female,Medium,Groceries,Yes,19,17,No
42,Male,Low,Car,No,1,5,No
58,Male,Low,Beauty Products,No,24,2,Yes
50,Female,Medium,Groceries,Yes,0,18,Yes
22,Male,Low,Beauty Products,No,12,18,No
29,Male,Medium,Beauty Products,No,15,18,Yes
52,Male,High,Beauty Products,No,11,4,Yes
51,Female,High,Groceries,No,21,6,Yes
30,Male,Low,Designer items,No,24,14,Yes
20,Female,Low,Car,Yes,27,19,Yes
48,Female,Medium,Designer items,No,4,7,No
50,Female,Medium,Beauty Products,No,7,17,Yes
37,Male,High,Designer items,Yes,27,15,Yes
29,Male,Low,Electronics,No,12,12,Yes
59,Female,Low,Electronics,No,6,13,No
49,Female,High,Groceries,No,29,15,Yes
26,Female,Low,Beauty Products,No,7,17,No
40,Female,Medium,Car,Yes,17,12,Yes
49,Female,Medium,Electronics,Yes,17,14,Yes
53,Male,High,Groceries,No,16,4,Yes
39,Male,High,Designer items,Yes,15,8,Yes
27,Female,Low,Beauty Products,Yes,23,17,Yes
35,Male,Medium,Groceries,Yes,6,3,Yes
43,Female,High,Car,No,4,15,Yes
52,Male,Medium,Electronics,Yes,25,17,No
46,Male,Medium,Groceries,Yes,22,13,Yes
32,Male,High,Electronics,Yes,16,0,No
42,Male,Medium,Beauty Products,Yes,20,16,Yes
40,Male,Medium,Car,Yes,24,10,No
34,Female,Low,Beauty Products,Yes,25,13,Yes
46,Male,High,Designer items,Yes,19,18,Yes
56,Female,Low,Groceries,No,23,12,Yes
35,Female,Low,Groceries,Yes,22,13,No
50,Male,Low,Car,No,6,7,Yes
35,Female,Low,Electronics,Yes,8,0,No
49,Male,High,Beauty Products,No,28,16,Yes
36,Female,Low,Beauty Products,Yes,26,5,No
52,Male,Medium,Electronics,No,23,4,Yes
51,Female,High,Designer items,No,19,3,Yes
27,Female,Medium,Groceries,Yes,9,10,No
44,Female,High,Groceries,Yes,15,16,Yes
33,Male,High,Car,Yes,6,15,No
52,Male,Low,Electronics,Yes,25,15,Yes
57,Male,High,Groceries,No,29,11,Yes
52,Female,Low,Beauty Products,No,16,17,Yes
53,Female,Medium,Car,Yes,15,16,Yes
49,Female,Low,Car,Yes,8,5,No
41,Female,Medium,Electronics,Yes,26,19,No
42,Female,High,Electronics,No,1,8,No
45,Male,High,Designer items,No,20,5,Yes
20,Female,Low,Car,No,19,5,No
56,Male,Low,Designer items,Yes,0,0,No
54,Male,Medium,Designer items,Yes,5,12,No
51,Female,High,Groceries,Yes,14,14,Yes
43,Male,High,Beauty Products,Yes,24,13,Yes
24,Female,Medium,Beauty Products,Yes,13,9,No
49,Male,High,Beauty Products,Yes,16,13,No
57,Female,High,Electronics,Yes,3,15,Yes
41,Male,Low,Groceries,Yes,12,19,Yes
35,Female,High,Electronics,No,13,17,No
54,Female,High,Designer items,No,25,8,Yes
52,Male,Medium,Car,No,7,19,No
59,Male,Medium,Car,Yes,21,18,No
47,Male,Medium,Electronics,Yes,20,2,No
28,Female,High,Groceries,Yes,30,16,No
56,Male,High,Groceries,Yes,3,18,Yes
29,Female,Medium,Beauty Products,No,14,10,No
54,Female,High,Electronics,Yes,4,14,Yes
46,Male,Low,Electronics,Yes,17,10,Yes
43,Male,Medium,Car,No,11,1,No
37,Female,Low,Groceries,Yes,14,19,No
21,Female,Low,Designer items,Yes,21,17,No
55,Male,Medium,Beauty Products,Yes,22,18,Yes
28,Male,Low,Car,Yes,27,1,No
25,Male,High,Groceries,Yes,28,10,Yes
54,Female,Low,Beauty Products,Yes,17,17,Yes
31,Female,Medium,Car,No,21,9,Yes
52,Female,Medium,Designer items,No,8,2,No
28,Male,Medium,Car,Yes,30,11,Yes
29,Male,Medium,Beauty Products,Yes,2,6,No
31,Female,Medium,Car,No,23,10,No
56,Female,Medium,Beauty Products,Yes,24,9,Yes
32,Male,Medium,Beauty Products,No,18,15,No
39,Female,High,Electronics,Yes,20,19,Yes
49,Male,Low,Car,Yes,17,12,Yes
22,Female,Low,Groceries,Yes,3,13,No
25,Male,High,Electronics,Yes,8,18,Yes
52,Male,Medium,Car,Yes,4,17,No
50,Male,Medium,Groceries,No,7,18,Yes
34,Male,High,Groceries,Yes,10,1,No
23,Male,Low,Car,No,21,13,No
20,Female,High,Groceries,No,11,3,Yes
29,Female,High,Car,Yes,12,1,No
19,Male,Low,Car,No,14,16,Yes
49,Male,High,Designer items,Yes,6,13,Yes
47,Female,Medium,Groceries,No,16,13,Yes
23,Male,Low,Car,Yes,18,5,Yes
44,Male,High,Beauty Products,No,17,4,No
41,Female,Medium,Beauty Products,No,5,1,No
57,Male,Low,Electronics,Yes,14,14,No
28,Female,Low,Groceries,No,21,0,Yes
35,Male,Low,Beauty Products,Yes,11,11,Yes
45,Female,Medium,Groceries,Yes,7,6,Yes
40,Male,Medium,Beauty Products,Yes,20,1,Yes
28,Male,Medium,Beauty Products,No,21,9,Yes
52,Male,Medium,Designer items,No,19,9,No
45,Female,High,Designer items,Yes,26,17,Yes
31,Female,Low,Designer items,Yes,17,7,Yes
59,Male,Medium,Electronics,No,21,12,Yes
25,Female,Low,Beauty Products,No,3,3,Yes
22,Female,Low,Car,Yes,0,16,No
51,Female,Low,Car,Yes,29,7,No
56,Male,High,Beauty Products,No,30,14,Yes
43,Male,High,Designer items,No,24,4,Yes
51,Male,Medium,Car,No,6,7,No
45,Male,Medium,Car,No,6,6,No
45,Female,High,Car,Yes,30,13,Yes
55,Female,Low,Car,Yes,3,9,No
35,Female,Medium,Groceries,No,11,15,No
42,Female,Low,Electronics,Yes,6,5,No
45,Female,High,Designer items,Yes,4,2,Yes
48,Female,Low,Car,Yes,14,9,Yes
37,Female,High,Car,Yes,18,15,Yes
28,Male,Low,Groceries,Yes,7,2,Yes
40,Male,High,Electronics,Yes,6,6,Yes
51,Male,High,Electronics,No,9,18,Yes
26,Female,Medium,Electronics,Yes,15,18,Yes
35,Male,High,Car,No,8,15,No
59,Male,High,Beauty Products,Yes,24,19,No
31,Female,Medium,Car,No,11,18,No
56,Male,Medium,Electronics,Yes,22,14,No
33,Female,Low,Groceries,No,26,7,Yes
27,Male,Medium,Beauty Products,No,30,3,No
36,Female,Low,Car,No,30,14,No
31,Male,Medium,Groceries,Yes,0,15,Yes
27,Female,High,Electronics,No,18,2,Yes
54,Female,Low,Electronics,Yes,8,17,Yes
28,Female,Low,Designer items,Yes,15,1,No
29,Female,Medium,Designer items,Yes,21,5,Yes
57,Male,Medium,Car,Yes,11,1,Yes
26,Male,Medium,Car,Yes,14,1,No
46,Female,High,Car,No,0,9,No
51,Male,Medium,Groceries,Yes,11,7,Yes
54,Female,Medium,Car,No,21,0,No
23,Female,High,Car,No,11,7,Yes
36,Male,Low,Groceries,Yes,26,0,No
50,Female,Medium,Car,No,29,7,Yes
49,Male,Medium,Groceries,Yes,4,16,Yes
25,Male,High,Groceries,Yes,24,9,Yes
51,Male,Medium,Electronics,Yes,8,2,Yes
24,Female,Medium,Car,Yes,14,19,No
42,Male,Medium,Car,Yes,2,13,No
41,Male,Low,Electronics,No,1,13,Yes
39,Male,Low,Car,Yes,10,15,No
25,Male,High,Electronics,No,6,10,No
52,Male,Low,Electronics,Yes,16,13,Yes
55,Male,Low,Electronics,Yes,7,4,Yes
44,Male,Low,Electronics,Yes,27,7,No
51,Female,Low,Beauty Products,No,14,11,Yes
34,Male,High,Beauty Products,No,0,14,Yes
33,Female,Medium,Electronics,Yes,28,8,Yes
50,Male,High,Car,Yes,27,16,Yes
46,Male,Medium,Car,No,12,4,Yes
27,Male,Low,Beauty Products,Yes,5,18,Yes
30,Male,Medium,Designer items,Yes,0,19,Yes
25,Male,Low,Designer items,No,9,8,No
58,Male,High,Car,Yes,2,10,Yes
29,Female,Medium,Car,Yes,9,16,Yes
42,Female,High,Car,Yes,10,3,No
56,Male,Low,Designer items,Yes,20,13,No
56,Male,Low,Beauty Products,No,23,7,Yes
18,Female,Low,Groceries,Yes,23,3,No
47,Male,High,Car,Yes,11,2,Yes
30,Male,High,Beauty Products,Yes,19,5,Yes
40,Female,High,Car,No,3,19,No
33,Male,Medium,Beauty Products,No,6,10,No
50,Female,Medium,Car,No,25,6,Yes
29,Female,Low,Designer items,Yes,6,6,No
59,Male,High,Designer items,No,29,15,Yes
43,Female,High,Car,Yes,7,8,Yes
58,Male,Medium,Car,Yes,1,12,Yes
30,Female,Low,Designer items,Yes,22,3,No
42,Female,Medium,Beauty Products,Yes,23,11,Yes
34,Female,Medium,Designer items,Yes,1,12,Yes
48,Female,Medium,Groceries,No,28,17,Yes
45,Female,High,Beauty Products,No,27,14,Yes
48,Male,Low,Electronics,Yes,7,14,Yes
50,Female,High,Beauty Products,No,19,9,No
29,Male,Low,Beauty Products,Yes,4,8,Yes
40,Female,High,Car,Yes,7,15,No
31,Male,High,Beauty Products,Yes,26,12,No
38,Female,High,Designer items,Yes,12,4,No
22,Male,Low,Electronics,Yes,12,10,Yes
42,Male,Medium,Designer items,Yes,18,2,Yes
56,Female,High,Designer items,Yes,6,5,Yes
49,Male,Medium,Electronics,Yes,2,12,No
56,Male,Medium,Designer items,Yes,4,17,No
39,Female,Low,Car,Yes,29,7,No
34,Female,Medium,Groceries,No,19,0,No
34,Male,Low,Electronics,No,9,11,Yes
44,Female,Medium,Designer items,Yes,15,7,No
40,Female,High,Car,Yes,27,9,Yes
46,Male,Medium,Groceries,No,17,19,Yes
33,Male,Medium,Beauty Products,No,16,15,Yes
36,Female,High,Designer items,No,23,7,Yes
55,Male,High,Groceries,Yes,5,8,Yes
53,Male,High,Groceries,Yes,25,11,Yes
29,Male,High,Groceries,No,22,16,Yes
32,Female,Medium,Car,No,8,6,No
59,Male,High,Car,No,15,11,Yes
49,Male,Medium,Car,No,24,6,Yes
35,Female,Medium,Designer items,Yes,14,5,Yes
52,Male,Medium,Designer items,No,1,5,No
22,Female,Medium,Car,No,17,15,Yes
